Text
@avalonpenrose A hedge fund that shorts is a shrubbery
@lafebra @Gfilche https://t.co/M0WwQSTAXm
"@lafebra @Gfilche Yeah, also a rear screen"
0 to 155mph trap speed in a 1/4 mile. 200mph top speed (with right tires).
First production car ever to achieve 0 to 60 mph in less than 2 seconds
It can play Cyberpunk
Plaid Model S ships next month https://t.co/HFUPTnQiPB
Even Discord has gone corpo …
@Jason Yup. Wild times on Discord haha.
https://t.co/F23fxQkBCE
@AndyColt2 Waiting for FAA review …
"Gamestonk!! 
https://t.co/RZtkDzAewJ"
@LabPadre Passed initial pressure test
@AdamHoov Yes
@PPathole https://t.co/v7cffwac0A
Bought a hand knit wool Marvin the Martian helm for my dog
https://t.co/gpcvjIBTLM
I kinda love Etsy
@thesheetztweetz It does not serve the public to hamstring Starlink today for an Amazon satellite system that is at… https://t.co/sNiGKxdXFP
@nextspaceflight We’re hoping for FAA approval of a test flight tomorrow afternoon
@WholeMarsBlog The entire “stack” from data collection through labeling &amp; inference has to be in surround video. Th… https://t.co/u90Sqjkn8U
"@flcnhvy @WholeMarsBlog Yes, although it will be crazy not to turn  on FSD"
@WholeMarsBlog Tesla is steadily moving all NNs to 8 camera surround video. This will enable superhuman self-driving.
"@naval [Some tyranny]. Also, the road to hell is mostly paved with bad intentions."
@levine Catchy! https://t.co/Au32MYF2Rn
@Megaconstellati @Aviation_Intel @jetcitystar @larrypress All sats launched next year will have laser links. Only o… https://t.co/CeoFLi8Lzm
@Megaconstellati @Aviation_Intel @jetcitystar @larrypress Yup
@TeslaGong @teslaownersSV @cleantechnica I hope so
"@Tesmanian_com These also have laser links between the satellites, so no ground stations are needed over the poles"
@teslaownersSV @cleantechnica Sorry for the version confusion. V8.1 is what it should say for FSD. Separate version number for rest of car.
"@cleantechnica To my surprise, Tesla has better AI hardware &amp; software than Waymo (money)"
@RicGuccio @teslaownersSV It floats
@flcnhvy @boringcompany Fallout-themed opening party for Vegas Loop happening as soon as allowed!
@Alex_E_Benton @boringcompany <U+0001F923><U+0001F923>
Under Vegas in @boringcompany tunnel yesterday with my boys https://t.co/tLfOuiEdFm
@PPathole @SpaceX Lasers
"RT @SpaceX: SpaceX’s rideshare offering provides increased access to space for small satellite operators seeking a reliable, affordable rid…"
RT @SpaceX: Falcon 9’s first stage has landed on the Of Course I Still Love You droneship https://t.co/6gWWlLiXdG
RT @SpaceX: Liftoff! https://t.co/js3zVM77rH
@CodeWisdom <U+0001F4AF>
@teslascope We’re switching to a more sensible FSD version numbering to distinguish between major &amp; minor updates.… https://t.co/QmHipv5zQs
"@NASASpaceflight Hopefully, early next week"
"RT @SpaceX: Due to unfavorable weather, we are standing down from today's launch; the team will continue with the countdown until T-30 seco…"
"@arstechnica @SciGuySpace Given so many other companies are depending on this mission, it is getting even more scru… https://t.co/GBY9NACrSn"
Launching many small satellites for a wide range of customers tomorrow. Excited about offering low-cost access to o… https://t.co/w66u5qdUh9
"@GerberKawasaki They are part of the solution, but require lots of fresh water &amp; land. We may need something that’s… https://t.co/FWXsmo0f8t"
@Erdayastronaut @SpaceX SN9 https://t.co/kwTVwM7MBn
"@Erdayastronaut It’s a good path for fully renewable rocket energy, so solves part of problem, but longer chain hyd… https://t.co/xUGrZQiJzX"
Details next week
Am donating $100M towards a prize for best carbon capture technology
@Kristennetten @SpaceX @EliBurton_ @EvaFoxU @JaneidyEve @austinbarnard45 @ElonsBrain @JasoN7Patterson @AstroJordy @RenataKonkoly Pretty much
@ElonsWorld @Tesla @SpaceX @neuralink @boringcompany @EashanMisra That would probably mean civilization is doing gr… https://t.co/sIAr8iFvWc
@LaurenRow5 @EvaFoxU @RenataKonkoly @sarapolak_cz @seanmmitchell @28delayslater @ElonsWorld @JohnnaCrider1… https://t.co/vv6TthKR55
@TesLatino @Tesla Absolutely! They rock. <U+0001F5A4>
RT @SpaceX: Falcon 9 launches Starlink to orbit – the eighth launch and landing of this booster https://t.co/zyj8ZdDFql
@kellyreid The rate-limiting part or process in cell production is constantly changing
"@FrancisSuarez @CityofMiami Cars &amp; trucks stuck in traffic generate megatons of toxic gases &amp; particulate, but… https://t.co/JcQIaCxJno"
"@RationalEtienne @OwenSparks_ @Tesla With our giant casting machines, we are literally trying to make full-size car… https://t.co/CHGQMaIYTs"
@lexfridman @tegmark Tegmark is an exceptionally smart &amp; good human
"@OwenSparks_ The best manufacturing technology is in ultra high volume industries, like food &amp; beverage, some medical (eg syringes) &amp; toys"
Battery cell production is the fundamental rate-limiter slowing down a sustainable energy future. Very important pr… https://t.co/9ybABEzxCV
@p_ferragu Looking into this. No question that FSD should be viewed as reasonably valuable when doing a trade-in.
@tobyliiiiiiiiii @Erdayastronaut For sure
@Erdayastronaut Glad you’re ok
@Virgin_Orbit Congratulations!
@teslaownersSV This is a good one
@MrBeastYT I whistle
@DMC_Ryan @C_R_H_M @Tesla Cybertruck doesn’t need a garage
@DMC_Ryan @Tesla It will be awesome
@owenshift Good point
@signalapp Your server-side code is doing too much
@Wikipedia Happy birthday Wikipedia! So glad you exist.
@TheOnion Guess you been watching Cobra Kai
@SuperclusterHQ @w00ki33 Fallout New Texas
@Breedlove22 @benmezrich Only Chuck Norris can divide by zero
@Cerberu21014829 @Breedlove22 @benmezrich Good point
"@Breedlove22 @benmezrich The thing we call money is just an information system for labor allocation. 

What actuall… https://t.co/JZ6zmQGBO3"
"Monty Python is amazing
https://t.co/UJq94IWT88"
@RationalEtienne @tobyliiiiiiiiii @Erdayastronaut They sure can twist the knife in that show!
@tobyliiiiiiiiii @Erdayastronaut Probably wise
@Erdayastronaut We’re making major improvements to ease of engine swap. Needs to be a few hours at most.
"@PPathole @johnkrausphotos @SpaceX Two of the engines need slight repairs, so will be switched out"
@johnkrausphotos @SpaceX Nice shot
"@realOmarAbdalah We don’t have high school internships, but please apply when you’re in college!"
"@skorusARK Prototypes are easy, volume production is hard, positive cash flow is  excruciating"
@Tesla Physics
"RT @SpaceX: Splashdown of Dragon confirmed, completing SpaceX’s 21st @Space_Station resupply mission and the first return of a cargo resupp…"
@Erdayastronaut Detanking &amp; inspections now. Good progress towards our “Hop in &amp; go to Mars!” goal.
All three static fires completed &amp; no RUDs!
"@justpaulinelol @Erdayastronaut @SpaceX Wow, a lot has happened in 10 years!"
@OfficialJlipper Fair enough haha
https://t.co/ho7yGXAS3a
@NASASpaceflight Sea shanty tiktok takes it to a new level with actual pirate ships
@ConnectDotsToo Sure
Today at SpaceX is about practicing Starship engine starts. Ship is held down by massive pins while engines are fir… https://t.co/QtIiWLxXPl
@Tesmanian_com As promised
Legalize comedy
@lvladimirovBG You can steal our name/logos &amp; we probably won’t sue you
@arstechnica @SciGuySpace We’re just trying to get people to Mars. Help would be appreciated.
"@SpaceX @Space_Station One day, we will get a camera up there that also shows the star field in the background"
RT @SpaceX: Separation confirmed! Dragon performing 3 departure burns to move away from the @Space_Station https://t.co/G27ohWvnXj
@lexfridman Suicide is more than double homicide https://t.co/MvWGPs9uQE
@lexfridman Absolutely
"Hey you …
Yeah you Queen …
You’re gonna make it! <U+0001F495><U+0001F495> https://t.co/LrqdIrbIyd"
"@TheOldManPar @DJSnM @MachinePix Hate to say it, but might be true"
@MachinePix The robot future is coming
"@wonderofscience @physicsJ 300km every millisecond, but there are times I wish it were faster"
https://t.co/TKkruvgBth https://t.co/ocy2gFRYvN
@iamdevloper https://t.co/BkKeiIicYe
Mus protec <U+0001F476> yoda https://t.co/1dvhG0nTkU
@roscosmos <U+041E><U+043D> <U+0431><U+044B><U+043B> <U+0432><U+0435><U+043B><U+0438><U+043A><U+043E><U+043B><U+0435><U+043F><U+0435><U+043D>
@RationalEtienne @TheBabylonBee This is an important distinction
@ValaAfshar Much more than this &amp; increasing rapidly
@CodingMark @flcnhvy It is
"@archillect Once in a while, something happens that is even better than we imagined"
@skorusARK The factory is the product
@AustinTeslaClub @TheBabylonBee Probably commenting on @signalapp will do more
@PPathole I bought the replacement glass from a junkyard for $20. They’re great places to get spare parts.
@TheBabylonBee A lot of people are going to be super unhappy with West Coast high tech as the de facto arbiter of free speech
@alexandersibert @signalapp Already donated to Signal a year ago. Will donate more.
@benmezrich I am primarily trying to advance two causes: sustainable energy &amp; extending life/consciousness beyond E… https://t.co/VYBfaVHkys
@song_wooseok @GerberKawasaki @benmezrich <U+0001F923><U+0001F923>
@Ragazaga5 @SpacePadreIsle Maybe a Tesla AI day later this year
@SpacePadreIsle The Prancing Pony?
@BoredElonMusk <U+0001F923><U+0001F923>
@erigganewmoney <U+0001F622>
@mayemusk It’s true
"@glenn22x @woketopiansa Yes, but not for long"
"@woketopiansa Yeah, they seemed optimistic too"
"My 14-year-old son, Saxon, said he feels like 2021 will be a good year. I agree. Let us all make it so."
@Erdayastronaut @SpaceX Was also thinking that SpaceX Boca should hold fun parties and give tours for the community from time to time
"@Erdayastronaut @SpaceX I super support public spaces around our production &amp; launch sites, wherever it can be done… https://t.co/wmqWcT2WFH"
@Christo49699922 @sean18743005 @Erdayastronaut @SpaceX That too
@sean18743005 @Erdayastronaut @SpaceX Catapult high into the air &amp; land on the roof with a base jumping parachute (the only way to travel)
"@Erdayastronaut @SpaceX That’s actually our restaurant, but SpaceX is building a futuristic bar at the top of the h… https://t.co/z2UmtGSAoI"
@techreview And increase fun! Hopefully.
@benmezrich Me neither
@TonyChoMrMagic @TeslaEnergy One of the best Tesla Solar Roof installations
"@91demigod No, but maybe one day"
"@PPathole @engineers_feed Yes, that would be the best way to do it. A large solar field or reactor is needed for po… https://t.co/Ph6x1PlnaM"
@engineers_feed His sick beats https://t.co/8PbsgffzRp
"@flcnhvy Probably less than a few dozen primary decision-makers. Technically, only three."
"@Erdayastronaut @lexfridman Or at least the option for verification, so that the public can ascribe more credibilit… https://t.co/jU4WemVsjG"
Launch underway https://t.co/wbk7ZZ0Fqx
"Btw, critical feedback is always super appreciated, as well as ways to donate money that really make a difference (way harder than it seems)"
@eugenelee3 @engineers_feed Yup
"@engineers_feed Indirectly, an electric rocket is possible by using electricity to convert CO2+H2O —&gt; CH4+O2. This… https://t.co/fqzOtWQT9d"
"@engineers_feed Not to get to orbit, unfortunately. In space, photon emission powered by matter-antimatter annihila… https://t.co/Y8PO10oPQN"
"@Teslarati @ResidentSponge This will be hard to make, as it isn’t like any other vehicle"
@4thFromOurStar Playing the long game
@ashleevance True
"@ID_AA_Carmack I hope so. Wings don’t work on the moon at all and def not well on Mars. Also, no runways."
@EricRWeinstein Hamiltonians have +2V the potential of Langrangians and a play!
https://t.co/2ja38Z8MRE
"@teslaownersSV Well, back to work …"
@teslaownersSV How strange
Use Signal
@TheHackersNews Ya don’t say. Reminds me of this timeless classic … https://t.co/Gq1wayoTIr
@UniverCurious Fast water with tiny rocks
"@flcnhvy Yes, and then Occam’s razor is actually third most likely"
"As seen from an external observer, not the participants"
The most entertaining outcome is the most likely
@PPathole Dumb and Dumber is a great movie tho
This is called the domino effect https://t.co/qpbEW54RvM
@Dtrford @austinbarnard45 @AlexSvanArt @ErcXspace @SpceEnthusiast @SpacexVision @TomDixonDesign @SpaceX… https://t.co/eS5gArRyvS
"Because of the large footprint, it may seem flat, but actually ranges up to 5 stories tall"
Snow falling on Giga Berlin https://t.co/eTXMtYp8hG
@RGVaerialphotos @SpaceX Yes
@Gfilche <U+0001F609>
@flcnhvy Tesla is responsible for 2/3 of all the personal &amp; professional pain in my life combined. But it was worth it.
"So proud of the Tesla team for achieving this major milestone! At the start of Tesla, I thought we had (optimistica… https://t.co/1wlybPKMZj"
"RT @Tesla: In 2020, we produced and delivered half a million cars. Huge thanks to all those who made this possible.
https://t.co/q43vz6RMhd"
"@newscientist Um, we have giant fusion reactor in the sky that works with no maintenance"
"@comma_ai Tesla Full Self-Driving will work at a safety level well above that of the average driver this year, of t… https://t.co/jmABJUqfDF"
"@PPathole Dojo isn’t needed, but will make self-driving better. It isn’t enough to be safer than human drivers, Aut… https://t.co/dyy2rMhgIl"
Ignore the heading
"Great interview with Mathias Döpfner
https://t.co/ewnaHc4cH0"
@jack <U+0001F3A9> The Greatest Gatsby <U+0001F3A9>
@flcnhvy Inspired by the ballet
"@smvllstvrs @ErcXspace Rocket motion is primarily vertical, so you want the top open"
@jack Let’s make the roaring 20’s again!
@Erdayastronaut Might be a few lumps along the way
"@Erdayastronaut @flcnhvy @ErcXspace Production is hard, prototypes are easy. Building ~1000 Starships to create a s… https://t.co/XJLLjplJbP"
@ICannot_Enough @AloysiusFekete @RationalEtienne @biogirl09 @ErcXspace Exactly
@RexChapman Haha
@Erdayastronaut @flcnhvy @ErcXspace SN9 will press CH4 header tank with helium. Long-term solution is under debate.… https://t.co/kaWWoL54jG
@flabellina212 @RationalEtienne @biogirl09 @ErcXspace Yes
"@RationalEtienne @biogirl09 @ErcXspace Legs would certainly work, but best part is no part, best step is no step"
@flcnhvy @ErcXspace Yes
@flcnhvy @ErcXspace Saves mass &amp; cost of legs &amp; enables immediate repositioning of booster on to launch mount — rea… https://t.co/jwDCjArymJ
"@ErcXspace We’re going to try to catch the Super Heavy Booster with the launch tower arm, using the grid fins to take the load"
Snake-head dog had my undivided attention until winder-head ostrich came gliding through all nonchalant https://t.co/dtPMdM3TQp
@Tesmanian_com Seems odd that the opposition group is from BMW’s home state of Baveria. That‘s very far from Brande… https://t.co/M7DYvli4cx
@Tesmanian_com This is very sensible. Opposition from anywhere cannot mean no progress everywhere!
@harsimranbansal Literally
@tobyliiiiiiiiii Are we sure this is real?
"Destiny, destiny
No escaping 
that for me"
All Tesla cars delivered in the final three days of the year will get three months of the Full Self-Driving option… https://t.co/PPaEreeo8y
"@SpaceNews_Inc And Mark Dankberg. This action is wack, not dank!!"
@Reza_Zadeh Less?
@ashleevance Westworld
The Last Kingdom show is great
"@jayson32292601 Absolutely. Will be text &amp; visualization, but could add voice too."
@sfs_central !! Even cheese is made of cake !!
"@karpathy If they don’t love us, we’re in deep trouble!"
Not everything is made of cake https://t.co/oMaCmYQAwx
@chicago_glenn True haha
Such a weird game when you think about it https://t.co/5MrvVzmeKG
This is not CGI https://t.co/VOivE97vPR
@BenSullins We need a UI overhaul
"@Maldivawow @CodingMark @Tesla No, these are just incremental improvements to the production codebase. FSD build is… https://t.co/07pUOraMGo"
"@SpaceNews_Inc Starlink “poses a hazard” to Viasat’s profits, more like it. Stop the sneaky moves, Charlie Ergen!"
Entertainment will be critical when cars drive themselves
@kimpaquette Just meeting with Larry Ellison to seek some advice. Back working on Tesla end of quarter tomorrow.
@richierichhhhh_ Absolutely
What should Tesla do with in-car gaming in an autonomous world?
@PPathole @WSJ Absolutely
@Tesmanian_com Taste of the future
Try playing Polytopia in your Tesla! Great game. Multiplayer online version coming soon.
"@WSJ Focus on making products &amp; services people truly love, so that the total economic pie is bigger, instead of en… https://t.co/qe4jcEzyTq"
@ThatDesignGuy @m_siphiw @moosuraj @Tesla Roughly 95% of parts in Tesla Roadster were unique — not in any other pro… https://t.co/R3yB6CmRB8
@LaurenRow5 @karpathy Yes
@engineers_feed Very important
"@teslaownersSV @lexfridman Ok, service might be able to do this. Will check."
@teslaownersSV @lexfridman You mean install the external speaker on earlier cars that don’t have it?
"@GUNMTLM3 @lexfridman No, but definitely this year"
@lexfridman Good point
@conexionspacial @spacecoast_stve @NASASpaceflight Interesting
@flcnhvy Liz has always done great interviews
"@spacecoast_stve @NASASpaceflight Falcon was 25% of successful orbital launches in 2020, but maybe a majority of pa… https://t.co/PmGu4vHQEZ"
@karpathy Vaccines are just the start. It’s also capable in theory of curing almost anything. Turns medicine into a… https://t.co/URuVC4QF1A
@jgrano305 @TeslaTruckClub @jeremyjudkins @JPUConn @jchybow @DirtyTesla Yes
@TeslaTruckClub @jeremyjudkins @JPUConn @jchybow @DirtyTesla We will offer multiple display options
@IvanEscobosa @Erdayastronaut @teslaownersSV A few more revisions needed. Probably Beta 10 or 11.
@Erdayastronaut @teslaownersSV Sure
@Erdayastronaut @teslaownersSV Haha ok
"@kkvr2823 @tesla_adri @teslaownersSV There are subtle, important, differences between US &amp; Canada traffic rules, bu… https://t.co/XZX9ppVL92"
@tesla_adri @teslaownersSV Yes
@teslaownersSV We need a “match other traffic speed” setting
@stevewoz Definitely
@flcnhvy @h3_extrachars It’s a step in that direction
@13arm13arm It’s one <U+0001F525> or 1/2 <U+0001F525> if you don’t have a car with pedestrian speaker. We couldn’t get everything done in… https://t.co/7HkZA1OhE4
@westcoastbill The writing on Cobra Kai is sick<U+0001F44C>
@AfloatHickory Haha I will save you the nightmare of seeing me in those shorts
@h3_extrachars You can upload custom music/sounds
"@jgrano305 Unfortunately, pedestrian speaker is needed, otherwise no external sound generator except actual horn"
"Change your horn sound to <U+0001F410>, <U+0001F40D><U+0001F3B7>, <U+0001F4A8> or holiday jingles with latest Tesla software update!"
Merry Christmas &amp; happy holidays! <U+0001F381> https://t.co/uk6NSPwR9R
@Tesmanian_com Great game!
@harsimranbansal @heydave7 It will most likely make sense for Starlink to go public once the revenue growth is reasonably predictable
"@heydave7 Engineering, design &amp; general company operations absorb vast majority of my mind &amp; are the fundamental li… https://t.co/VxV7gHUMbd"
@ElonsWorld @Real_Futurist @lexfridman Yes
@flcnhvy @MarcusHouseGame A few months
@MarcusHouseGame Coming soon
@OLHZN Minor
@TrevorMahlmann Yeah
12 story rocket turns off its engines &amp; does a controlled fall https://t.co/HCRgyx42rn
"@Erdayastronaut Yup, we’re just ironing out a few bugs"
"To Tesla owners taking delivery in the final days of year, your support is super appreciated!!"
